,price,year,origin,firstCirculationDate,technicalControl,firstHand,mileage,energy,gearbox,externalColor,doors,seats,length,trunkVolumeRange,consumption,co2
396,12640,2021,France,17/10/2021,Non requis,Non,92969,Electrique,Automatique,bleu metal,5.0,5.0,4.09,Grand coffre,,
397,161070,2017,France,02/01/2018,Requis,Non,65534,Essence,Automatique,gris,5.0,5.0,5.14,Moyen Coffre,9.6,296.0
398,28090,2021,France,24/07/2021,Non requis,Non,46149,Electrique,Automatique,rouge,5.0,5.0,4.09,Grand coffre,,
399,17580,2020,France,17/08/2020,Non requis,Oui,70682,Essence,Manuelle,noir,5.0,5.0,4.16,Moyen Coffre,4.8,104.0
400,42050,2021,France,22/01/2022,Non requis,Non,39715,Essence,Manuelle,Blanc,5.0,5.0,4.43,Moyen Coffre,7.0,160.0
401,11850,2016,France,24/12/2016,Requis,Non,67800,Electrique,Automatique,blanc,5.0,5.0,4.09,Grand coffre,,
402,18540,2020,Importé,08/10/2020,Non requis,Non,70958,Diesel,Manuelle,gris,5.0,,,,,
403,18880,2018,France,18/09/2018,Requis,Non,124507,Diesel,Manuelle,bleu,5.0,5.0,4.67,Moyen Coffre,4.2,120.0
404,24580,2023,France,28/09/2023,Non requis,Oui,185,Essence,Manuelle,gris foncé,5.0,5.0,4.06,Moyen Coffre,5.3,119.0
405,35010,2023,France,26/11/2023,Non requis,Oui,3292,Essence,Automatique,noir,5.0,5.0,4.57,Moyen Coffre,5.8,133.0
406,31120,2024,France,30/05/2024,Non requis,Non,12375,Bicarburation essence bioéthanol,Manuelle,noir metal,5.0,5.0,4.19,Moyen Coffre,7.2,118.0
407,12700,2018,France,22/09/2018,Requis,Non,86814,Essence,Manuelle,blanc,5.0,5.0,4.02,Petit coffre,4.7,125.0
408,172090,2019,Importé,02/04/2019,Requis,Non,47250,Essence,Automatique,gris clair verni,2.0,4.0,4.53,Petit coffre,9.1,207.0
409,16370,2014,France,08/03/2014,Requis,Oui,131755,Diesel,Manuelle,blanc,5.0,7.0,4.66,Petit coffre,4.7,140.0
410,296430,2018,France,11/05/2018,Requis,Non,32731,Essence,Automatique,gris foncé,2.0,2.0,4.46,,9.2,285.0
411,34540,2023,France,04/07/2023,Non requis,Non,1575,Diesel,Manuelle,noir,4.0,3.0,4.61,,,190.0
412,21580,2022,France,24/09/2022,Non requis,Non,25028,Essence,Manuelle,rouge,5.0,5.0,4.05,Grand coffre,5.2,117.0
413,20040,2021,Importé,19/11/2021,Non requis,Oui,32031,Essence,Manuelle,noir,3.0,,,,,131.0
414,15880,2019,France,16/01/2020,Non requis,Oui,148170,Diesel,Automatique,bleu,5.0,5.0,4.44,Moyen Coffre,3.9,103.0
415,63050,2020,France,10/12/2020,Non requis,Non,59086,Essence,Automatique,gris,4.0,5.0,4.48,Moyen Coffre,8.5,191.0
416,17340,2020,France,15/06/2020,Non requis,Non,93000,Essence,Automatique,rouge,5.0,5.0,3.97,Grand coffre,4.9,114.0
417,13160,2013,France,19/11/2013,Requis,Oui,65280,Essence,Manuelle,blanc metal,3.0,5.0,4.47,Moyen Coffre,4.9,139.0
418,28910,2024,France,16/08/2024,Non requis,Oui,22385,Essence,Automatique,Blanc,5.0,5.0,4.07,Grand coffre,5.5,126.0
419,28180,2023,France,27/01/2024,Non requis,Oui,6360,Essence,Manuelle,gris foncé,5.0,5.0,4.41,Moyen Coffre,6.3,143.0
420,32820,2022,France,28/03/2022,Non requis,Non,66576,Essence,Automatique,blanc,5.0,5.0,4.23,Moyen Coffre,6.8,155.0
421,23630,2020,France,25/12/2020,Non requis,Oui,37555,Essence,Automatique,noir,5.0,5.0,4.03,Grand coffre,4.8,106.0
422,76540,2023,France,17/02/2023,Non requis,Oui,18438,Electrique,Automatique,gris,5.0,5.0,4.9,Moyen Coffre,,
423,6770,2007,France,30/08/2007,Requis,Oui,90400,Essence,Manuelle,bleu metal,3.0,5.0,4.03,Grand coffre,6.1,140.0
424,17160,2022,Importé,26/05/2022,Non requis,Non,39456,Essence,Manuelle,gris,,,,,,
425,32380,2018,Importé,28/09/2018,Requis,Oui,93377,Diesel,Automatique,noir metal,5.0,5.0,4.44,Moyen Coffre,5.1,133.0
426,25500,2021,France,31/10/2021,Non requis,Oui,38605,Essence,Automatique,ROUGE CLAIR,5.0,5.0,4.06,Moyen Coffre,5.3,128.0
427,27140,2024,France,30/09/2024,Non requis,Oui,6431,Essence,Automatique,Noir,4.0,5.0,4.06,Grand coffre,5.6,133.0
428,43140,2022,Importé,04/03/2022,Non requis,Non,34082,Hybride essence électrique,Automatique,rouge,5.0,5.0,4.42,Grand coffre,,
429,5930,2010,Importé,28/11/2010,Requis,Non,116620,Essence,Manuelle,noir metal,5.0,4.0,3.42,Moyen Coffre,4.5,103.0
430,30720,2023,France,16/09/2023,Non requis,Non,12,Essence,Automatique,noir,5.0,5.0,4.15,Moyen Coffre,5.9,135.0
431,31900,2006,France,01/11/2006,Requis,Non,128252,Essence,Manuelle,gris metal,2.0,2.0,4.33,,6.9,229.0
432,31900,2006,France,01/11/2006,Requis,Non,128252,Essence,Manuelle,gris metal,2.0,2.0,4.33,,6.9,229.0
433,13110,2006,Importé,29/01/2007,Requis,Non,147611,Essence,Manuelle,noir verni,4.0,5.0,4.84,Grand coffre,9.4,
434,15410,2023,Importé,01/10/2023,Non requis,Non,22613,Essence,Manuelle,bleu,3.0,4.0,3.57,Moyen Coffre,,106.0
435,11280,2017,France,09/10/2017,Requis,Oui,103731,Essence,Manuelle,marron,5.0,5.0,4.16,Petit coffre,4.0,107.0
436,21380,2018,France,10/02/2018,Requis,Non,15810,Essence,Automatique,vert metal,3.0,2.0,2.7,Moyen Coffre,3.6,96.0
437,33240,2019,France,26/03/2019,Requis,Oui,44789,Diesel,Automatique,blanc,5.0,5.0,4.36,Moyen Coffre,4.7,123.0
438,110570,2015,Importé,20/04/2015,Requis,Non,102705,Essence,Automatique,noir metal,2.0,4.0,4.49,Petit coffre,9.5,205.0
439,38030,2024,France,25/02/2024,Non requis,Oui,2461,Essence,Automatique,gris foncé,4.0,5.0,4.69,Grand coffre,6.0,136.0
440,31180,2019,France,23/02/2019,Requis,Oui,88014,Diesel,Automatique,gris,5.0,7.0,4.64,Grand coffre,4.0,101.0
441,36230,2006,France,02/01/2007,Requis,Non,142500,Essence,Manuelle,gris clair metal,2.0,2.0,4.33,,7.7,248.0
442,30230,2024,France,07/04/2024,Non requis,Non,11,Essence,Automatique,gris clair,5.0,5.0,4.37,Grand coffre,5.7,128.0
443,8600,2008,France,04/01/2009,Requis,Non,86100,Essence,Manuelle,noir metal,3.0,5.0,3.98,Grand coffre,6.5,152.0
444,23790,2013,France,14/07/2013,Requis,Non,160650,Essence,Automatique,gris metal,4.0,5.0,4.62,Grand coffre,6.4,149.0
445,29370,2020,France,29/02/2020,Non requis,Oui,61242,Essence,Manuelle,noir,5.0,5.0,4.49,Moyen Coffre,6.3,134.0
446,25740,2018,France,13/10/2018,Requis,Non,129360,Diesel,Automatique,noir,5.0,5.0,4.44,Moyen Coffre,3.9,114.0
447,118730,2020,France,06/08/2020,Non requis,Non,101910,Essence,Automatique,gris foncé,5.0,5.0,5.05,Grand coffre,10.6,235.0
448,67630,2016,France,19/12/2016,Requis,Non,89540,Essence,Automatique,noir,2.0,2.0,4.37,Moyen Coffre,8.4,195.0
449,22480,2022,France,17/02/2022,Non requis,Non,37375,Essence,Automatique,BEIGE CLAIR,5.0,5.0,4.0,Grand coffre,6.1,135.0
450,37100,2024,France,16/01/2025,Non requis,Oui,4413,Essence,Automatique,BLEU FONCE,4.0,5.0,4.5,Moyen Coffre,6.5,149.0
451,201230,2021,Importé,20/08/2021,Non requis,Non,31050,Essence,Automatique,noir,2.0,,,,,
452,41630,2023,Importé,03/02/2023,Non requis,Oui,25301,Essence,Automatique,blanc metal,5.0,5.0,4.45,Moyen Coffre,6.3,144.0
453,17090,2021,Importé,01/09/2021,Non requis,Non,27279,Essence,Manuelle,gris clair metal,3.0,4.0,3.57,Moyen Coffre,,109.0
454,14540,2021,Importé,25/03/2021,Non requis,Oui,26435,Electrique,Automatique,blanc,5.0,,,,,
455,33020,2020,France,22/04/2020,Non requis,Oui,43823,Essence,Automatique,noir metal,3.0,4.0,3.85,Moyen Coffre,5.7,127.0
456,29830,2022,France,24/12/2022,Non requis,Oui,21060,Electrique,Automatique,gris metal,3.0,4.0,3.85,Moyen Coffre,,
457,40280,2019,France,28/09/2019,Requis,Non,100316,Essence,Automatique,gris anthracite metal,5.0,5.0,4.36,Grand coffre,6.2,158.0
458,20090,2022,Importé,23/10/2022,Non requis,Non,23238,Essence,Manuelle,gris,5.0,,,,,130.0
459,21260,2021,France,18/08/2021,Non requis,Non,91914,Diesel,Manuelle,gris,5.0,5.0,4.23,Moyen Coffre,4.9,129.0
460,34960,2024,Importé,19/12/2024,Non requis,Non,13,Hybride essence électrique,Automatique,gris,5.0,,,,,
461,22580,2023,France,15/09/2023,Non requis,Oui,23349,Essence,Manuelle,P. M. Gris Artense,5.0,5.0,4.05,Moyen Coffre,5.3,115.0
462,22240,2023,France,22/07/2023,Non requis,Non,11,Essence,Manuelle,rouge,5.0,5.0,4.05,Moyen Coffre,5.1,115.0
463,214580,2020,France,06/10/2020,Non requis,Non,17967,Essence,Automatique,noir metal,2.0,4.0,4.52,Petit coffre,10.6,207.0
464,22990,2022,France,28/07/2022,Non requis,Oui,53467,Essence,Automatique,GRIS QUARTZ,5.0,5.0,4.06,Grand coffre,5.4,122.0
465,44250,2022,France,16/12/2022,Non requis,Oui,65682,Hybride essence électrique,Automatique,Bleu,5.0,5.0,4.7,Moyen Coffre,,
466,12610,2021,France,02/10/2021,Non requis,Oui,23251,Electrique,Automatique,gris,5.0,4.0,3.73,Petit coffre,,
467,35950,2023,France,29/10/2023,Non requis,Oui,10166,Diesel,Automatique,GRIS PLATINIUM,5.0,5.0,4.45,Moyen Coffre,5.1,135.0
468,12580,2017,France,02/01/2018,Requis,Non,69029,Diesel,Manuelle,gris,5.0,5.0,4.56,Grand coffre,3.4,93.0
469,44440,2021,France,11/02/2021,Non requis,Non,110871,Diesel,Automatique,Noir,5.0,5.0,4.5,Moyen Coffre,4.7,125.0
470,28150,2020,France,19/05/2020,Non requis,Oui,73800,Hybride essence électrique,Automatique,gris clair,5.0,5.0,4.36,Moyen Coffre,,
471,24760,2022,France,30/08/2022,Non requis,Oui,91568,Essence,Automatique,gris metal,5.0,5.0,4.5,Moyen Coffre,6.5,148.0
472,91940,2019,France,10/06/2019,Requis,Non,80925,Essence,Automatique,noir,5.0,5.0,4.75,Grand coffre,11.4,259.0
473,16390,2018,France,07/02/2018,Requis,Non,97940,Diesel,Automatique,rouge,5.0,5.0,4.37,Grand coffre,3.4,99.0
474,25830,2023,Importé,14/03/2023,Non requis,Non,21023,Essence,Manuelle,bleu,5.0,,,,,126.0
475,24370,2023,Importé,21/07/2023,Non requis,Non,31309,Essence,Manuelle,noir,,,,,,122.0
476,55180,2020,France,09/03/2020,Non requis,Non,53774,Diesel,Automatique,bleu metal,4.0,5.0,5.28,,8.8,233.0
477,61580,2020,France,19/06/2020,Non requis,Oui,52800,Diesel,Automatique,gris metal,5.0,5.0,4.8,Moyen Coffre,6.4,169.0
478,23150,2020,Importé,03/08/2020,Non requis,Oui,85559,Diesel,Automatique,gris foncé,5.0,,,,,
479,26160,2015,Importé,30/11/2015,Requis,Non,80342,Essence,Manuelle,BLANC NACRÉ,2.0,4.0,4.29,Moyen Coffre,5.6,155.0
480,24380,2020,Importé,03/06/2020,Non requis,Oui,50154,Diesel,Automatique,noir,5.0,,,,,
481,36280,2023,France,30/03/2023,Non requis,Non,15908,Essence,Automatique,Gris,5.0,5.0,4.03,Grand coffre,5.8,134.0
482,232030,2017,Importé,17/03/2017,Requis,Non,33320,Essence,Automatique,bleu metal,2.0,2.0,4.46,,,
483,71880,2023,France,10/05/2023,Non requis,Non,17897,Hybride essence électrique,Automatique,gris metal,5.0,5.0,4.4,Moyen Coffre,,
484,39430,2024,France,24/02/2024,Non requis,Oui,1,Diesel,Manuelle,platine,5.0,6.0,4.96,,,202.0
485,15090,2018,France,01/07/2018,Requis,Non,90043,Essence,Manuelle,gris metal,5.0,5.0,4.16,Moyen Coffre,3.9,103.0
486,29500,2023,France,24/12/2023,Non requis,Oui,27430,Diesel,Manuelle,Gris Acier,5.0,5.0,4.15,Petit coffre,4.5,116.0
487,54500,2023,Importé,18/04/2023,Non requis,Non,58,Diesel,Automatique,argent metal,5.0,5.0,4.48,Moyen Coffre,5.4,141.0
488,28300,2021,France,16/02/2021,Non requis,Oui,51324,Hybride essence électrique,Automatique,gris,5.0,5.0,4.37,Moyen Coffre,,
489,33330,2021,France,28/01/2022,Non requis,Oui,34691,Essence,Manuelle,blanc nacre,2.0,2.0,3.92,Petit coffre,6.9,155.0
490,27350,2020,Importé,12/05/2020,Non requis,Oui,70980,Diesel,Manuelle,gris clair,5.0,,,,,114.0
491,72550,2023,France,06/07/2023,Non requis,Oui,14145,Essence,Automatique,noir,2.0,4.0,4.7,Moyen Coffre,7.1,163.0
492,32680,2023,France,23/03/2023,Non requis,Oui,25284,Essence,Automatique,MARMANDE,5.0,5.0,4.12,Petit coffre,6.0,137.0
493,36500,2024,Importé,28/06/2024,Non requis,Non,12,Essence,Automatique,gris,5.0,,,,,142.0
494,74250,2024,France,02/11/2024,Non requis,Oui,555,Diesel,Automatique,Gris,4.0,3.0,,,,
495,33580,2022,France,18/05/2022,Non requis,Oui,133268,Diesel,Automatique,gris foncé,5.0,5.0,4.87,Grand coffre,5.3,150.0
496,29370,2024,Importé,14/11/2024,Non requis,Non,11,Essence,Automatique,rouge,5.0,,,,,123.0
497,27950,2019,France,27/06/2019,Requis,Non,61880,Essence,Automatique,orange,5.0,5.0,3.98,Grand coffre,5.4,122.0
498,25660,2020,France,23/01/2021,Non requis,Non,60915,Essence,Automatique,orange,5.0,5.0,4.16,Moyen Coffre,5.0,114.0
499,106080,2020,Importé,16/10/2020,Non requis,Non,12390,Essence,Automatique,blanc verni,3.0,,,,,
500,19860,2022,France,05/01/2023,Non requis,Oui,91647,Diesel,Automatique,gris titanium,5.0,5.0,4.45,Moyen Coffre,5.2,135.0
501,25070,2023,France,02/08/2023,Non requis,Non,18592,Essence,Manuelle,gris,5.0,5.0,4.27,Moyen Coffre,5.4,124.0
502,16360,2023,France,10/10/2023,Non requis,Oui,17773,Essence,Manuelle,BLANC,5.0,5.0,4.0,Grand coffre,5.3,122.0
503,35270,2022,France,15/08/2022,Non requis,Oui,32000,Diesel,Automatique,noir metal,5.0,5.0,4.32,Grand coffre,4.9,127.0
504,25270,2019,France,09/07/2019,Requis,Non,79458,Essence,Automatique,gris,5.0,5.0,4.45,Moyen Coffre,4.7,120.0
505,38310,2020,France,29/06/2020,Non requis,Non,51205,Diesel,Manuelle,Gris,2.0,3.0,4.89,,5.8,170.0
506,63050,2022,France,06/09/2022,Non requis,Oui,75607,Hybride essence électrique,Automatique,gris,5.0,5.0,4.68,Moyen Coffre,,
507,165180,2017,Importé,19/01/2018,Requis,Non,41227,Essence,Automatique,gris foncé,2.0,4.0,4.57,Moyen Coffre,8.0,251.0
508,20040,2021,France,11/11/2021,Non requis,Oui,26852,Essence,Automatique,BLANC/TOIT ROUGE,5.0,5.0,4.0,Grand coffre,6.0,133.0
509,17380,2021,Importé,31/01/2022,Non requis,Non,69577,Essence,Manuelle,gris,5.0,,,,,
510,35160,2021,France,19/02/2021,Non requis,Non,41274,Essence,Manuelle,Gris,5.0,5.0,4.34,Grand coffre,6.0,135.0
511,28040,2023,France,19/03/2023,Non requis,Non,12,Essence,Manuelle,platine,5.0,5.0,4.16,Moyen Coffre,5.8,132.0
512,26230,2021,France,13/05/2021,Non requis,Non,30390,Electrique,Automatique,noir,5.0,5.0,4.06,Grand coffre,,
513,16860,2018,France,22/05/2018,Requis,Non,10850,Electrique,Automatique,blanc metal,5.0,5.0,4.45,Grand coffre,,
514,15090,2020,France,06/01/2021,Non requis,Oui,70796,Essence,Manuelle,blanc,2.0,2.0,4.28,,5.4,140.0
515,13900,2020,France,19/05/2020,Non requis,Oui,87309,Diesel,Manuelle,blanc,5.0,5.0,4.27,Moyen Coffre,4.0,104.0
516,9000,2017,Importé,18/08/2017,Requis,Non,119140,Essence,Manuelle,rouge,5.0,,,,,
517,16780,2019,Importé,02/07/2019,Requis,Non,78604,Diesel,Manuelle,beige,5.0,5.0,4.45,Moyen Coffre,3.6,99.0
518,55000,2023,France,12/02/2023,Non requis,Oui,21112,Essence,Automatique,noir metal,2.0,5.0,4.78,Grand coffre,6.6,155.0
519,28510,2020,France,21/01/2021,Non requis,Oui,60829,Diesel,Automatique,noir,5.0,5.0,4.31,Grand coffre,4.5,112.0
520,19360,2022,France,12/02/2022,Non requis,Oui,34454,Essence,Manuelle,bleu,5.0,5.0,4.0,Grand coffre,5.7,126.0
521,45410,2024,France,16/03/2024,Non requis,Non,5310,Essence,Automatique,noir,5.0,5.0,4.32,Grand coffre,6.0,137.0
522,23850,2022,France,08/03/2022,Non requis,Oui,31764,Diesel,Manuelle,platine,5.0,7.0,4.6,Grand coffre,,128.0
523,359470,2023,Importé,08/06/2023,Non requis,Oui,7564,Essence,Automatique,bleu verni,2.0,2.0,4.57,Petit coffre,12.9,293.0
524,19360,2018,France,02/12/2018,Requis,Non,104849,Diesel,Automatique,BLEU FONCE,5.0,5.0,4.53,Grand coffre,3.6,105.0
525,21830,2018,France,31/08/2018,Requis,Oui,113403,Diesel,Automatique,gris foncé,5.0,5.0,4.33,Moyen Coffre,3.4,96.0
526,24960,2021,France,08/01/2022,Non requis,Non,16595,Essence,Automatique,orange,5.0,5.0,4.23,Moyen Coffre,6.2,141.0
527,24970,2020,France,29/12/2020,Non requis,Oui,113220,Essence,Automatique,blanc nacre,5.0,5.0,4.23,Moyen Coffre,5.6,127.0
528,28600,2019,France,19/04/2019,Requis,Non,113523,Diesel,Automatique,blanc,5.0,5.0,4.4,Moyen Coffre,6.0,158.0
529,15320,2020,France,03/10/2020,Non requis,Oui,42478,Essence,Manuelle,NOIR,3.0,4.0,3.57,Moyen Coffre,4.3,116.0
530,111460,2019,France,18/01/2020,Non requis,Oui,90396,Essence,Automatique,gris anthracite metal,5.0,5.0,5.05,Grand coffre,9.4,215.0
531,48730,2024,France,02/08/2024,Non requis,Oui,1250,Diesel,Automatique,Teinte spéciale Blanc nacrée,4.0,5.0,4.45,Moyen Coffre,5.4,144.0
532,21940,2023,France,24/01/2024,Non requis,Oui,10640,Bicarburation essence GPL,Manuelle,blanc nacre,5.0,5.0,4.23,Moyen Coffre,7.6,119.0
533,21110,2020,Importé,16/03/2020,Non requis,Non,56022,Essence,Manuelle,blanc,5.0,,,,,97.0
534,168840,2020,France,29/12/2020,Non requis,Non,28340,Essence,Automatique,bleu marine metal,2.0,4.0,4.52,Petit coffre,9.2,206.0
535,32760,2023,France,13/02/2023,Non requis,Non,10925,Essence,Manuelle,bleu clair,5.0,5.0,4.45,Moyen Coffre,6.2,140.0
536,16530,2022,Importé,30/07/2022,Non requis,Non,71353,Essence,Manuelle,noir,5.0,5.0,4.0,Grand coffre,5.7,124.0
537,26520,2023,France,07/11/2023,Non requis,Non,29231,Essence,Automatique,gris metal,5.0,5.0,4.57,Moyen Coffre,5.8,131.0
538,34290,2023,France,06/05/2023,Non requis,Non,777,Essence,Automatique,gris,5.0,5.0,4.05,Grand coffre,6.2,141.0
539,54980,2017,Importé,04/09/2017,Requis,Oui,16500,Essence,Manuelle,bleu metal,2.0,4.0,4.78,Moyen Coffre,13.5,306.0
540,44280,2021,France,08/07/2021,Non requis,Oui,71400,Diesel,Automatique,Bleu,4.0,5.0,4.68,Grand coffre,4.9,130.0
541,29410,2023,France,09/10/2023,Non requis,Non,11,Essence,Automatique,blanc,5.0,5.0,4.15,Petit coffre,5.9,134.0
542,17800,2019,France,13/10/2019,Requis,Non,68092,Essence,Manuelle,gris clair,5.0,5.0,4.39,Moyen Coffre,5.1,129.0
543,23970,2023,France,22/01/2024,Non requis,Oui,49815,Essence,Manuelle,Gris,5.0,5.0,4.36,Grand coffre,5.2,118.0
544,44830,2023,France,14/01/2024,Non requis,Non,13225,Diesel,Automatique,gris metal,5.0,5.0,4.38,Moyen Coffre,5.5,152.0
545,17780,2023,Importé,21/11/2023,Non requis,Non,8433,Essence,Manuelle,blanc,5.0,,,,,123.0
546,69320,2023,France,23/07/2023,Non requis,Oui,13507,Hybride essence électrique,Automatique,bleu,5.0,5.0,4.6,Grand coffre,,
547,33330,2020,France,06/12/2020,Non requis,Non,80357,Essence,Automatique,BLANC,5.0,5.0,4.6,Moyen Coffre,5.9,134.0
548,21440,2021,France,07/07/2021,Non requis,Oui,120052,Diesel,Manuelle,BLANC BANQUISE,5.0,5.0,4.5,Moyen Coffre,5.2,138.0
549,20690,2020,France,07/02/2020,Non requis,Non,33899,Essence,Manuelle,noir,5.0,5.0,4.25,Grand coffre,5.0,108.0
550,37480,2023,France,14/03/2023,Non requis,Non,16845,Diesel,Automatique,GRIS ARTENSE,5.0,5.0,4.3,Moyen Coffre,5.0,132.0
551,36250,2024,France,04/02/2024,Non requis,Oui,1170,Essence,Automatique,Teinte spéciale Rouge Elixir,4.0,5.0,4.37,Grand coffre,5.7,129.0
552,22240,2021,France,17/07/2021,Non requis,Oui,29881,Essence,Manuelle,noir,5.0,5.0,4.21,Moyen Coffre,5.9,135.0
553,57650,2022,France,24/10/2022,Non requis,Oui,76142,Diesel,Automatique,noir,5.0,5.0,4.71,Moyen Coffre,,167.0
554,29500,2023,France,16/12/2023,Non requis,Oui,39989,Essence,Automatique,noir,5.0,5.0,4.57,Moyen Coffre,5.8,131.0
555,20960,2020,Importé,01/12/2020,Non requis,Non,98780,Essence,Manuelle,marron,5.0,,,,,
556,72480,2019,France,13/08/2019,Requis,Non,109919,Diesel,Automatique,noir metal,5.0,5.0,4.91,Moyen Coffre,7.2,206.0
557,50470,2019,Importé,22/04/2019,Requis,Non,63250,Diesel,Automatique,blanc,5.0,5.0,4.71,Moyen Coffre,5.5,140.0
558,39150,2021,France,16/02/2021,Non requis,Non,51170,Hybride essence électrique,Automatique,noir verni,5.0,5.0,4.48,Moyen Coffre,,
559,38360,2023,France,28/09/2023,Non requis,Non,6875,Essence,Automatique,Gris Platinium (métallisé),4.0,5.0,4.36,Grand coffre,,129.0
560,24010,2024,Importé,05/03/2024,Non requis,Non,12,Essence,Manuelle,bleu,5.0,,,,,113.0
561,74730,2024,France,03/08/2024,Non requis,Oui,1875,Electrique,Automatique,noir,4.0,5.0,4.71,Grand coffre,,
562,17010,2021,France,12/03/2021,Non requis,Oui,75064,Diesel,Manuelle,gris clair,5.0,5.0,4.38,Moyen Coffre,4.3,121.0
563,29620,2024,France,28/01/2025,Non requis,Oui,1,Essence,Manuelle,platine,5.0,5.0,4.5,Moyen Coffre,6.1,141.0
564,334690,2022,Importé,05/05/2022,Non requis,Oui,16092,Essence,Automatique,gris clair verni,2.0,4.0,4.54,Petit coffre,12.2,275.0
565,30730,2019,France,22/10/2019,Requis,Oui,51671,Essence,Automatique,gris metal,5.0,5.0,4.75,Grand coffre,5.7,130.0
566,24620,2024,France,15/04/2024,Non requis,Oui,179,Essence,Manuelle,GRIS PLATINIUM,4.0,5.0,4.06,Moyen Coffre,5.1,114.0
567,14560,2018,France,06/09/2018,Requis,Non,97200,Diesel,Manuelle,gris foncé verni,5.0,5.0,4.34,Moyen Coffre,4.4,115.0
568,32110,2024,Importé,30/11/2024,Non requis,Non,15470,Essence,Automatique,bleu metal,5.0,5.0,4.28,Grand coffre,5.2,117.0
569,23390,2023,France,04/02/2023,Non requis,Non,28377,Essence,Automatique,JAUNE FARO,5.0,5.0,4.05,Moyen Coffre,5.4,121.0
570,24780,2021,France,30/05/2021,Non requis,Oui,74804,Diesel,Automatique,gris,5.0,5.0,4.45,Moyen Coffre,5.2,129.0
571,39220,2022,France,19/08/2022,Non requis,Oui,6150,Diesel,Manuelle,bleu verni,5.0,5.0,4.27,Petit coffre,5.2,135.0
572,24970,2022,France,01/08/2022,Non requis,Oui,14456,Essence,Manuelle,NOIR,5.0,5.0,4.16,Moyen Coffre,5.8,134.0
573,10890,2019,France,10/06/2019,Requis,Oui,83735,Electrique,Automatique,gris titanium,5.0,5.0,4.09,Grand coffre,,
574,35940,2018,Importé,31/10/2018,Requis,Non,100068,Diesel,Automatique,noir,5.0,5.0,4.69,Moyen Coffre,5.7,144.0
575,33030,2021,France,08/02/2021,Non requis,Non,64949,Hybride essence électrique,Automatique,noir,5.0,5.0,4.31,Moyen Coffre,,
576,38040,2024,France,15/04/2024,Non requis,Oui,4770,Essence,Automatique,gris verni,4.0,5.0,4.23,Moyen Coffre,6.3,144.0
577,17830,2022,France,23/07/2022,Non requis,Non,51805,Essence,Manuelle,blanc,5.0,5.0,4.0,Grand coffre,5.6,120.0
578,38310,2024,France,10/03/2024,Non requis,Oui,25087,Essence,Automatique,Noir,4.0,5.0,4.22,Moyen Coffre,6.1,143.0
579,47500,2024,France,08/03/2024,Non requis,Oui,1,Diesel,Automatique,bleu,4.0,3.0,4.97,,,228.0
580,29960,2020,Importé,31/10/2020,Non requis,Non,65531,Essence,Automatique,gris,5.0,5.0,4.44,Moyen Coffre,5.4,122.0
581,22780,2019,France,07/07/2019,Requis,Non,113339,Hybride essence électrique,Automatique,rouge foncé,5.0,5.0,4.87,Moyen Coffre,,
582,56030,2019,France,10/10/2019,Requis,Non,68990,Essence,Automatique,gris,2.0,4.0,4.67,Moyen Coffre,6.4,181.0
583,86210,2024,Importé,20/10/2024,Non requis,Non,112,Diesel,Automatique,Gris,4.0,4.0,4.9,Grand coffre,8.0,210.0
584,11480,2016,France,26/11/2016,Requis,Non,71995,Essence,Manuelle,noir,5.0,4.0,3.47,Moyen Coffre,3.6,95.0
585,39980,2015,Importé,16/07/2015,Requis,Non,115250,Essence,Automatique,noir metal,5.0,5.0,4.32,Moyen Coffre,6.9,159.0
586,18430,2022,France,04/09/2022,Non requis,Oui,16892,Essence,Manuelle,blanc,5.0,5.0,4.0,Grand coffre,5.3,123.0
587,31700,2019,France,21/11/2019,Non requis,Non,78324,Essence,Manuelle,brun,5.0,5.0,4.7,Moyen Coffre,6.9,155.0
588,27230,2024,France,05/11/2024,Non requis,Non,14841,Essence,Manuelle,noir,5.0,5.0,4.37,Grand coffre,5.5,125.0
589,26100,2021,France,09/11/2021,Non requis,Oui,72127,Diesel,Manuelle,gris,5.0,7.0,4.64,Grand coffre,4.1,100.0
590,17600,2021,France,16/05/2021,Non requis,Oui,40816,Essence,Manuelle,blanc,5.0,5.0,4.06,Grand coffre,5.4,123.0
591,23900,2021,Importé,14/10/2021,Non requis,Non,31941,Diesel,Manuelle,gris,5.0,,,,,105.0
592,22120,2020,France,20/11/2020,Non requis,Non,64026,Essence,Manuelle,noir,5.0,5.0,4.31,Grand coffre,5.5,119.0
593,38060,2024,France,03/03/2024,Non requis,Oui,5454,Diesel,Automatique,BLEU ECLIPSE,4.0,5.0,4.5,Moyen Coffre,5.5,145.0
594,12960,2017,France,22/03/2017,Requis,Non,167565,Diesel,Manuelle,GRIS,5.0,5.0,4.37,Moyen Coffre,3.8,108.0
595,18110,2023,France,28/11/2023,Non requis,Oui,41130,Essence,Manuelle,BLEU FONCE,3.0,4.0,3.57,Moyen Coffre,,107.0
596,15940,2023,France,30/12/2023,Non requis,Oui,13680,Essence,Manuelle,BLANC,5.0,5.0,4.0,Grand coffre,5.3,122.0
597,106440,2024,France,08/11/2024,Non requis,Oui,10989,Electrique,Automatique,gris,5.0,5.0,4.92,Moyen Coffre,,
